NodeID,Caption,IPAddress,Vendor,MachineType,HealthTier,CPULoad_Pct,PercentMemoryUsed_Pct,AvgResponseTime_ms,Status,StatusDescription,City,SystemUpTime_Sec,LastSync
1259,BANGALURU-INTERNET-TATA-PE,115.110.135.193,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:34.5370000
1260,BANGALURU-INTERNET-AIRTEL-CE,125.18.103.126,Unknown,Unknown,High,-2,0,40,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:33.8170000
1262,HYDERABAD-TATA-INTERNET-PE,121.244.1.17,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:33.8170000
1263,HYDERABAD-SIFY-INTERNET-PE,223.30.16.208,Unknown,Unknown,High,-2,0,33,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:33.8170000
1265,AUGUSTA-INT-COMCAST-500MBPS-PE,50.221.155.101,Unknown,Unknown,High,-2,0,31,1,Node status is Up.,Augusta - Martinez (CFG),0.0,2026-08-17T23:34:28.9570000
1266,AUGUSTA-INT-WOW-100MBPS-PE,50.168.136.253,Unknown,Unknown,High,-2,0,22,1,Node status is Up.,Augusta - Martinez (CFG),0.0,2026-08-17T23:34:28.9570000
1269,IN-PUN-SWPE,10.253.101.181,Windows,Windows 2022 Server,High,4,54,24,1,Node status is Up.,BPS-PUNE,2027128.625,2026-08-18T12:04:45.9170000
1270,IN-GGN-SWPE,172.17.80.215,Windows,Windows 2019 Server,High,30,42,0,1,Node status is Up.,GURUGRAM,193611.828125,2026-08-18T12:04:34.5430000
1271,IN-MNL-SWPE,10.251.104.211,Windows,Windows 2022 Server,Low,63,93,102,14,"Node status is Critical, Memory Usage threshold is Critical, Physical Memory Warning.",BPS-Manila-V3,203874.0,2026-08-18T12:04:45.9170000
1272,GN-TD-LinkRoom-Server SW,172.19.93.70,Cisco,Cisco Catalyst 38xx stack,High,4,41,2,1,Node status is Up.,Gr.Noida-TD,25042056.0,2026-08-18T12:04:34.8230000
1273,GN-TD-5F-LHS-INT-SW,172.19.93.40,Cisco,Cisco Catalyst 38xx stack,High,4,41,7,1,Node status is Up.,Gr.Noida-TD,5616935.0,2026-08-18T12:04:34.8230000
1274,GN-TD-5F-RHS-INT-SW,172.19.93.41,Cisco,Cisco Catalyst 38xx stack,High,4,41,2,1,Node status is Up.,Gr.Noida-TD,5615895.0,2026-08-18T12:04:34.8230000
1275,CFG-TD-CORE,172.19.94.1,Cisco,Cisco C9606R Virtual Stack,High,4,14,1,1,Node status is Up.,Gr.Noida-TD,24237972.0,2026-08-18T12:04:34.8230000
1278,Manila-53rd-Verizon-PRI-RTR PE,65.249.127.213,Unknown,Unknown,High,-2,0,7,1,Node status is Up.,BPS-Manila,0.0,2026-08-18T14:34:43.7400000
1279,Manila-53rd-Verizon-Sec-RTR PE,65.250.4.209,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,BPS-Manila,0.0,2026-08-18T12:04:45.2530000
1280,PUNE-Proctor-Verizon-Primary PE,65.250.9.169,Unknown,Unknown,High,-2,0,3,1,Node status is Up.,BPS-Pune,0.0,2026-08-18T12:04:49.7970000
1281,PUNE-Proctor-Verizon-Secondary PE,65.250.9.93,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,BPS-PUNE,0.0,2026-08-18T12:04:49.7970000
1283,CBPS-Pune DMPLS-Secondary PE,10.126.190.201,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,BPS-PUNE,0.0,2026-08-18T12:04:49.7970000
1284,CBPS-Pune DMPLS Primary PE,10.126.185.113,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,BPS-PUNE,0.0,2026-08-18T12:04:49.7970000
1285,CBPS-PUNE-53rd-Singtel-Primary-PE,100.73.26.185,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,BPS-PUNE,0.0,2026-08-18T12:04:49.7970000
1286,CBPS-Pune-53rd Singtel-Secondary PE,100.73.26.197,Unknown,Unknown,High,-2,0,7,1,Node status is Up.,BPS-PUNE,0.0,2026-08-18T12:04:49.7970000
1289,Charlston South_DS_SW,172.26.238.2,Cisco,Cisco C9200L,High,6,22,229,1,Node status is Up.,Charleston_South,7164950.5,2026-08-18T12:04:47.2330000
1296,CFG-CH-SOUTH-FW-PRI.us.coforgetech.com,172.26.238.5,Palo Alto Networks,PA-460,High,4,72,228,1,Node status is Up.,Charleston_South,16766600.0,2026-08-18T12:04:47.2330000
1297,CFG-CH-SOUTH-FW-SEC.us.coforgetech.com,172.26.238.6,Palo Alto Networks,PA-460,High,1,70,228,1,Node status is Up.,Charleston_South,16862306.0,2026-08-18T12:04:47.2330000
1298,CHARLESTON South_Alpha_WAN-FW-PRI,64.187.116.154,Unknown,Unknown,High,-2,0,27,1,Node status is Up.,Charleston_South,0.0,2026-08-17T23:34:28.9570000
1299,CHARLESTON South_Alpha_WAN-FW-SEC,64.187.116.162,Unknown,Unknown,High,-2,0,27,1,Node status is Up.,Charleston_South,0.0,2026-08-17T23:34:28.9570000
1300,NIIT-GHSW3,172.26.128.176,Cisco,Cisco Catalyst 29xxStack,High,41,14,242,1,Node status is Up.,Gr.Noida-T-AB,8268940.5,2026-08-18T12:04:47.2330000
1301,CFG-AG-SW2,172.26.128.170,Cisco,Cisco Catalyst 29xxStack,High,40,14,32,1,Node status is Up.,Augusta - Martinez (CFG),3340395.5,2026-08-17T23:34:40.2900000
1307,CBPS-KOP-Proctor -Verizon Primary PE,68.136.19.173,Unknown,Unknown,High,-2,0,8,1,Node status is Up.,BPS-KOLHAPUR,0.0,2026-08-18T12:04:49.8500000
1308,CBPS-KOP-Proctor-VERIZON-Secondary PE,65.249.126.1,Unknown,Unknown,High,-2,0,14,1,Node status is Up.,BPS-KOLHAPUR,0.0,2026-08-18T12:04:49.8500000
1309, CBPS-KOP-53rd-Singtel-PRI-RTR PE,202.160.245.193,Unknown,Unknown,High,-2,0,12,1,Node status is Up.,BPS-Kolhapur,0.0,2026-08-18T12:04:49.8500000
1310,CBPS-KOP-53rd-Singtel-SEC-RTR PE,198.19.56.101,Unknown,Unknown,High,-2,0,19,1,Node status is Up.,BPS-Kolhapur,0.0,2026-08-18T12:04:49.8500000
1311,GNDC-CORE-A,172.18.0.2,Cisco,Cisco Nexus C93240YC-FX2,High,10,47,0,1,Node status is Up.,Gr.Noida-T-AB,11310209.0,2026-08-18T12:04:47.2330000
1312,GNDC-CORE-B,172.18.0.3,Cisco,Cisco Nexus C93240YC-FX2,High,10,45,0,1,Node status is Up.,Gr.Noida-T-AB,15121545.0,2026-08-18T12:04:47.2330000
1315,CFG-AG-SW1,172.26.128.251,Cisco,Cisco Catalyst 29xxStack,High,41,14,36,1,Node status is Up.,Augusta - Martinez (CFG),3340387.75,2026-08-17T23:34:28.9570000
1316,Charles_WAN IP_TCL_HYD,203.200.46.158,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:33.8170000
1317,Charles_LAN IP_TCL_HYD,203.200.18.25,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:33.8170000
1322,CTL08VGAPOESW02,172.32.32.85,Cisco,Cisco Catalyst 29xxStack,High,37,22,34,1,Node status is Up.,Hyderabad-QE,28615236.0,2026-08-18T12:04:33.8170000
1324,TA-1F-NNIP,172.17.182.42,Cisco,Cisco Catalyst 2960-Plus 48PST-L Switch,High,30,42,1,1,Node status is Up.,Gr.Noida-T-AB,22229058.0,2026-08-18T12:04:47.2330000
1325,HYD-QEH-VGA08DLSW01,172.32.32.82,Cisco,Cisco Catalyst 29xxStack,High,44,25,32,1,Node status is Up.,Hyderabad-QE,28615224.0,2026-08-18T12:04:33.8170000
1338,NJ-Century-ILL,66.195.171.66,Unknown,Unknown,High,-2,0,209,1,Node status is Up.,New Jersey,0.0,2026-08-18T12:04:45.2530000
1340,BLR-WAN-FW-PRY.in.coforgetech.com,172.17.240.5,Palo Alto Networks,Palo Alto Networks,High,7,50,0,1,Node status is Up.,BANGALORE,15908345.0,2026-08-18T12:04:38.6170000
1341,BLR-WAN-FW-SEC.in.coforgetech.com,172.17.240.6,Palo Alto Networks,PA-1410,High,0,48,0,1,Node status is Up.,BANGALORE,15909084.0,2026-08-18T12:04:38.6170000
1342,Charleston_South_Core,172.26.238.1,Cisco,Cisco Catalyst 9300 Series Switch,High,1,25,229,1,Node status is Up.,Charleston_South,7164604.5,2026-08-18T12:04:47.2330000
1343,CFG_Access_SW_1,172.26.224.20,Cisco,Cisco Catalyst 38xx stack,Low,11,96,46,14,"Node status is Critical, Memory Usage threshold is Critical.",CHARLESTON,21477694.0,2026-08-17T23:34:28.9570000
1345,CBPS-PUN-TCL-ILL CE,115.114.63.246,Cisco,Cisco 4331 ISR,High,42,13,1,1,Node status is Up.,BPS-PUNE,28680590.0,2026-08-18T12:04:49.7970000
1346,CBPS-PUN-TCL-ILL PE,115.114.63.245,Unknown,Unknown,High,-2,0,27,1,Node status is Up.,BPS-PUNE,0.0,2026-08-18T12:04:49.7970000
1347,HYD-7F-SW06-SF,172.17.100.41,Cisco,C9300L,High,9,45,1,1,Node status is Up.,Hyderabad,4917213.0,2026-08-18T12:04:33.8170000
1348,CFG-GN-Core,172.17.180.1,Cisco,Catalyst 9500-48Y4C,High,3,14,1,1,Node status is Up.,Gr.Noida-T-AB,22658208.0,2026-08-18T12:04:34.8230000
1350,CBPS-MNL-V3-FW02,10.251.104.29,Palo Alto Networks,PA-460,High,2,69,4,1,Node status is Up.,BPS-Manila-V3,9406600.0,2026-08-18T14:34:43.7400000
1351,3F-TB-WIFI-SW-NEW,172.17.182.101,Cisco,C9300L,High,8,20,1,1,Node status is Up.,Gr.Noida-T-AB,9084339.0,2026-08-18T12:04:47.2330000
1352,CBPS-Augusta-FW02.us.coforgetech.com,10.248.10.26,Palo Alto Networks,PA-440,High,4,60,225,1,Node status is Up.,BPS-AUGUSTA,4703177.0,2026-08-18T12:04:34.5370000
1354,WAN-RTR-SIFY,172.17.100.12,Cisco,Catalyst 8300-1N1S-6T,High,9,5,1,1,Node status is Up.,Hyderabad,597501.4375,2026-08-18T12:04:33.8170000
1355,BLR-16F-AC-SW,172.17.240.89,Cisco,Cisco WS-C2960-24PC-L,High,7,67,2,1,Node status is Up.,BANGALORE,4120168.5,2026-08-18T12:04:34.5370000
1356,BLR-15F-AC-SW,172.17.240.72,Cisco,Catalyst 2960,High,13,35,1,1,Node status is Up.,BANGALORE,20209096.0,2026-08-18T12:04:34.5370000
1357,New_York-Crown_Castle-WAN-FW,209.148.55.202,Unknown,Unknown,High,-2,0,5,1,Node status is Up.,New York,0.0,2026-08-17T23:34:28.9570000
1358,Chicago_Comcast_WAN-FW,50.171.77.106,Unknown,Unknown,High,-2,0,27,1,Node status is Up.,Chicago,0.0,2026-08-17T23:34:28.9570000
1360,San-Jose_ATT_WAN-FW,12.35.39.18,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,San-Jose,0.0,2026-08-18T12:04:47.2330000
1361,CHARLESTON_LUMOS_WAN-GW,70.33.151.33,Unknown,Unknown,High,-2,0,159,1,Node status is Up.,CHARLESTON,0.0,2026-08-17T23:34:40.2900000
1362,CHARLESTON_LUMOS_WAN-FW,70.33.151.34,Unknown,Unknown,High,-2,0,160,1,Node status is Up.,CHARLESTON,0.0,2026-08-17T23:34:28.9570000
1363,CHARLESTON_Frontier_WAN-GW,184.19.235.121,Unknown,Unknown,High,-2,0,29,1,Node status is Up.,CHARLESTON,0.0,2026-08-17T23:34:40.2900000
1367,CHARLESTON South_Alpha_WAN-GW-PRI,64.187.116.153,Unknown,Unknown,High,-2,0,233,1,Node status is Up.,Charleston_South,0.0,2026-08-18T12:04:47.2330000
1368,CHARLESTON South_Alpha_WAN-GW-SEC,64.187.116.161,Unknown,Unknown,High,-2,0,234,1,Node status is Up.,Charleston_South,0.0,2026-08-18T12:04:47.2330000
1369,5F-TB-IRM-Lab,172.17.182.119,Cisco,Cisco Catalyst 2960-24TC,High,11,36,1,1,Node status is Up.,Gr.Noida-T-AB,3994014.75,2026-08-18T12:04:45.9170000
1371,3F-TA-WIFI-SW,172.17.182.100,Cisco,C9300L,High,10,38,1,1,Node status is Up.,Gr.Noida-T-AB,1482867.125,2026-08-18T12:04:45.9170000
1372,GN-TD-5F-LHS-SITA-LAB,172.19.93.139,Cisco,Cisco Catalyst 2960-24TC,High,10,36,2,1,Node status is Up.,Gr.Noida-TD,5884290.0,2026-08-18T12:04:34.8230000
1373,HYD-QE-PAFW1,10.220.55.10,Palo Alto Networks,Palo Alto Networks,High,12,38,25,1,Node status is Up.,Hyderabad-QE,9406639.0,2026-08-18T12:04:47.2330000
1375,HYD-QEH-VGA08CORESW,172.32.32.1,Cisco,Cisco Catalyst 9300 Series Switch,High,2,20,30,1,Node status is Up.,Hyderabad-QE,28616120.0,2026-08-18T12:04:33.8170000
1377,HYD-4F-AS1,172.17.100.44,Cisco,Cisco C9200L,High,8,25,1,1,Node status is Up.,Hyderabad,10557907.0,2026-08-18T12:04:33.8170000
1378,HYD-4F-AS2,172.17.100.45,Cisco,Cisco C9200L,High,8,25,1,1,Node status is Up.,Hyderabad,10557900.0,2026-08-18T12:04:33.8170000
1381,CBPS-KOP-VI ILL-PE,122.15.165.50,Unknown,Unknown,High,-2,0,10,1,Node status is Up.,BPS-Kolhapur,0.0,2026-08-18T12:04:50.1300000
1382,CBPS-KOP-TTML ILL-PE,49.248.71.197,Unknown,Unknown,High,-2,0,9,1,Node status is Up.,BPS-Kolhapur,0.0,2026-08-18T12:04:50.1300000
1383,CBPS-KOP-Intech ILL- PE,103.26.54.129,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BPS-Kolhapur,0.0,2026-08-18T12:04:50.1300000
1385,CBPS-PUN-Airtel ILL-PE,152.52.233.197,Unknown,Unknown,High,-2,0,5,1,Node status is Up.,BPS-PUNE,0.0,2026-08-18T12:04:49.7970000
1386,CBPS-Manila V3-PLDT ILL-PE,124.105.154.197,Unknown,Unknown,High,-2,0,7,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T14:34:43.7400000
1387,CBPS-Manila Axis 1- PLDT ILL-PE,119.92.121.109,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T12:04:45.2530000
1388,CBPS-Augusta-AT&T ILL,12.176.188.66,Unknown,Unknown,High,-2,0,222,1,Node status is Up.,BPS-AUGUSTA,0.0,2026-08-18T12:04:33.1930000
1389,CBPS-Augusta-Metro firber ILL,208.93.122.65,Unknown,Unknown,High,-2,0,41,1,Node status is Up.,BPS-Augusta,0.0,2026-08-17T23:34:28.9570000
1392,CBPS-Manila Axis 1-Converge ILL-PE,161.49.176.129,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T12:04:45.2530000
1393,CBPS-Manila V3-Converge ILL-PE,136.158.94.105,Unknown,Unknown,High,-2,0,81,1,Node status is Up.,BPS-Manila-V3,0.0,2026-08-18T12:04:49.7970000
1396,NJ-Comcast-ILL-PE,50.220.103.241,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,New Jersey,0.0,2026-08-17T23:34:28.9570000
1397,Chicago_Comcast Secondary_WAN-PE,50.171.86.105,Unknown,Unknown,High,-2,0,24,1,Node status is Up.,Chicago,0.0,2026-08-17T23:34:28.9570000
1399,Newyork-Internet link-Crown castle-SEC-CE,144.121.84.138,Unknown,Unknown,High,-2,0,7,1,Node status is Up.,New York,0.0,2026-08-17T23:34:28.9570000
1400,San-Jose_ATT_ILL-PE,12.35.39.17,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,San-Jose,0.0,2026-08-17T23:34:40.2900000
1401,TCL ILL-AIG-091NOID030007700079-PE,115.112.139.109,Unknown,Unknown,High,-2,0,5,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
1402,TCL ILL-Iberia-091NOID030017978029-PE,115.110.110.9,Unknown,Unknown,High,-2,0,6,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
1403,TCL ILL-SEI-091GREA030032777531-PE,14.142.17.25,Unknown,Unknown,High,-2,0,3,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
1405,HYD-4F-DS,172.17.100.43,Cisco,Cisco C9200L,High,9,22,2,1,Node status is Up.,Hyderabad,10542919.0,2026-08-18T12:04:33.8170000
1406,GNDC-LAN-FW-SEC,172.18.0.6,Cisco,Cisco Secure Firewall 3110 Security Appliance,High,7,23,0,1,Node status is Up.,Gr.Noida-T-AB,15960772.0,2026-08-18T12:04:47.2330000
1407,GNDC-MPLS-FW-PRY,172.18.0.25,Cisco,Cisco Secure Firewall 3110 Security Appliance,High,0,21,0,1,Node status is Up.,Gr.Noida-T-AB,15973876.0,2026-08-18T12:04:47.2330000
1409,GNDC-DC-FW-SEC,172.18.0.16,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:45.2530000
1410,GNDC-MPLS-FW-SEC,172.18.0.26,Cisco,Cisco Secure Firewall 3110 Security Appliance,High,4,26,0,1,Node status is Up.,Gr.Noida-T-AB,15962318.0,2026-08-18T12:04:47.2330000
1411,GNDC-LAN-FW-PRY,172.18.0.5,Cisco,Cisco Secure Firewall 3110 Security Appliance,High,21,36,0,1,Node status is Up.,Gr.Noida-T-AB,15973817.0,2026-08-18T12:04:47.2330000
1414,TCL ILL-091BANG030038307888-SEI-PE,14.142.183.193,Unknown,Unknown,High,-2,0,5,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:33.1930000
1415,TCL ILL-091GREA0300A0041038 -VA-PE,121.244.141.229,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
1416,TCL ILL-091GREA0300A0087320-Ofcom-PE,14.142.3.69,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
1417,TCL ILL-091GURG030033557879-SEI-PE,14.140.117.109,Unknown,Unknown,High,-2,0,5,1,Node status is Up.,GURUGRAM,0.0,2026-08-18T12:04:34.5430000
1419,CBPS-KOP-AIRTEL-ILL-PE,125.18.178.118,Unknown,Unknown,High,-2,-2,61,1,Node status is Up.,BPS-Kolhapur,0.0,2026-08-18T12:04:50.1300000
1421,AAPT  Internet-Melbourne-PE,14.201.11.21,Unknown,Unknown,High,-2,0,158,1,Node status is Up.,Melbourne,0.0,2026-08-18T12:04:47.2330000
1422,AAPT Internet-MELBOURNE-CE,14.201.11.22,Unknown,Unknown,High,-2,0,165,1,Node status is Up.,Melbourne,0.0,2026-08-18T12:04:47.2330000
1424,Equinix LH,185.2.165.114,Unknown,Unknown,Medium,-2,0,5,9,Node status is Unmanaged.,Telecity,0.0,2025-10-01T06:23:53.5800000
1426,Fenchurch-Vodafone ILL-LH,217.161.94.29,Unknown,Unknown,High,-2,0,149,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T12:04:47.2330000
1432,TCL ILL PE Gr.Noida TAB,121.244.129.133,Unknown,Unknown,High,-2,0,6,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:45.2530000
1433,CBPS-Manila-TCL MPLS-PRI-PE,10.126.138.97,Unknown,Unknown,High,-2,0,7,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T14:34:43.7400000
1434,CBPS-Manila-TCL MPLS-SEC-PE,10.126.142.205,Unknown,Unknown,High,-2,0,12,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T14:34:43.7400000
1436,Pune PRTG,10.253.50.153,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BPS-Pune,0.0,2026-08-18T12:04:49.7970000
1438,Pune-Verizon-BOKF-PRI-PE,65.250.9.113,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,BPS-Pune,0.0,2026-08-18T12:04:49.7970000
1439,Pune-Verizon-BOKF-SEC-PE,65.250.7.121,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,BPS-Pune,0.0,2026-08-18T12:04:49.7970000
1442,Gr. Noida Airtel ILL-14134397-VA-PE,122.186.66.78,Unknown,Unknown,High,-2,0,7,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
1443,Gr.Noida Airtel ILL-8429332-Ofcom-PE,125.21.217.121,Unknown,Unknown,High,-2,0,30,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
1446,IN-BLR-MGMT1,172.18.151.52,Windows,Windows 2022 Server,High,3,35,1,1,Node status is Up.,BANGALORE,863820.625,2026-08-18T12:04:38.6170000
1447,DEL-GGN-HV6,172.17.80.234,Windows,Windows 2019 Server,High,7,67,0,1,Node status is Up.,GURUGRAM,2089407.625,2026-08-18T12:04:34.5430000
1448,IN-TZ2-DC2,172.19.95.253,Windows,Windows 2019 Server,High,25,32,1,1,Node status is Up.,Gr.Noida-TD,1824732.0,2026-08-18T12:04:45.9170000
1450,PH-MNL-DC2,10.251.10.253,Windows,Windows 2019 Server,High,8,29,98,1,Node status is Up.,BPS-MANILA,1824573.0,2026-08-18T12:04:45.9170000
1452,IN-BLR-HV2,172.17.240.69,Windows,Hyper-V Server,High,4,10,1,1,Node status is Up.,BANGALORE,763412.1875,2026-08-18T12:04:38.6170000
1453,IN-BLR-HV3,172.17.240.71,Windows,Windows 2019 Server,High,3,26,0,1,Node status is Up.,BANGALORE,3779907.5,2026-08-18T12:04:38.6170000
1454,IN-BLR-HV4,172.17.240.106,Windows,Windows 2019 Server,High,1,10,1,1,Node status is Up.,BANGALORE,763179.0625,2026-08-18T12:04:38.6170000
1455,IN-BLR-TFSQL1,172.18.150.242,Windows,Windows 2022 Server,Low,6,90,1,14,"Node status is Critical, Memory Usage threshold is Critical, Physical Memory Warning.",BANGALORE,2094628.5,2026-08-18T12:04:38.6170000
1456,IN-BLR-NWMGMT1,172.18.150.60,Windows,Windows 2019 Server,Medium,15,79,0,3,"Node status is Warning, C:\ Label: CA6544E2 Warning.",BANGALORE,2021940.125,2026-08-18T12:04:38.6170000
1457,IN-BLR-SCCMDP,172.18.150.180,Windows,Windows 2019 Server,High,46,26,1,1,Node status is Up.,BANGALORE,2113189.0,2026-08-18T12:04:33.1930000
1458,IN-BLR-SVN1,172.18.139.99,Windows,Windows 2022 Server,High,0,39,21,1,Node status is Up.,BANGALORE,2094921.0,2026-08-18T12:04:45.9170000
1459,IN-BLR-TFS1,172.18.150.142,Windows,Windows 2022 Server,High,3,25,1,1,Node status is Up.,BANGALORE,2028646.0,2026-08-18T12:04:38.6170000
1460,IN-BLR1-SCCMDP,10.254.40.180,Windows,Windows 2019 Server,High,0,29,0,1,Node status is Up.,BANGALORE,2113977.0,2026-08-17T23:34:36.4270000
1461,DEL-GGN-HV5,172.17.80.233,Windows,Windows 2019 Server,High,19,79,0,1,Node status is Up.,GURUGRAM,2091798.0,2026-08-18T12:04:34.5430000
1462,HYD-QC-HV1,172.17.102.110,Windows,Windows 2019 Server,Medium,13,71,0,3,"Node status is Warning, E:\ Label:New Volume 722D47DC Warning.",Hyderabad,2083479.0,2026-08-18T12:04:33.8170000
1463,HYD-QC-HV2,172.17.102.111,Windows,Windows 2019 Server,High,27,78,0,1,Node status is Up.,Hyderabad,2082299.0,2026-08-18T12:04:33.8170000
1464,IN-HYD-SCCMDP,172.17.102.180,Windows,Windows 2019 Server,High,27,38,0,1,Node status is Up.,Hyderabad,2110621.0,2026-08-18T12:04:33.8170000
1465,IN-HYD-PRN1,172.17.102.101,Windows,Windows 2019 Server,High,12,24,1,1,Node status is Up.,Hyderabad,2027027.625,2026-08-18T12:04:33.8170000
1466,IN-GGN-SCCMDP,172.17.80.180,Windows,Windows 2019 Server,High,29,41,0,1,Node status is Up.,GURUGRAM,2111023.0,2026-08-18T12:04:34.5430000
1469,IN-TZ1-INTCONN,172.18.50.155,Windows,Windows 2022 Server,High,15,55,0,1,Node status is Up.,Gr.Noida-T-AB,2026556.0,2026-08-18T12:04:45.9170000
1470,Charleston-South-AS,172.26.238.15,Cisco,Cisco C9200L,High,10,23,229,1,Node status is Up.,Charleston_South,29776200.0,2026-08-18T12:04:47.2330000
1471,IN-AZ1-NPS1,10.60.0.6,Windows,Windows 2019 Server,High,0,25,24,1,Node status is Up.,Azure,2113727.0,2026-08-18T12:04:45.9170000
1473,IN-AZ1-SCCMCP2,10.60.0.13,Windows,Windows 2019 Server,High,4,32,25,1,"Node status is Up, E:\ Unknown.",Azure,2028713.0,2026-08-18T12:04:45.9170000
1474,US-NJ-DC1,172.26.1.253,Windows,Windows 2019 Server,High,4,31,117,1,Node status is Up.,NEW JERSEY,1744052.0,2026-08-18T12:04:45.9170000
1475,IN-AZ1-SCCMCP1,10.60.0.11,Windows,Windows 2019 Server,High,21,40,24,1,Node status is Up.,Azure,2114197.0,2026-08-18T12:04:45.9170000
1476,IN-AZ1-NWMGMT1,10.60.0.10,Windows,Windows 2019 Server,High,4,43,25,1,"Node status is Up, W:\ Label:Temporary Storage AC3075FE Unknown.",Azure,2092888.0,2026-08-18T12:04:45.9170000
1477,US-NJ-DC2,172.26.1.252,Windows,Windows 2019 Server,High,14,26,121,1,Node status is Up.,NEW JERSEY,1317774.0,2026-08-18T12:04:45.9170000
1478,IN-TZ1-REMOTE,172.18.50.108,Windows,Windows 2019 Server,High,5,16,0,1,Node status is Up.,Gr.Noida-T-AB,2028647.0,2026-08-18T12:04:45.9170000
1479,IN-KOP-IVDP01,10.250.150.34,Windows,Windows 2022 Server,High,0,32,0,1,Node status is Up.,BPS-Kolhapur,2027527.0,2026-08-18T12:04:50.1300000
1481,US-NJ-IVDP01,172.26.1.43,Windows,Windows 2022 Server,High,20,39,0,1,Node status is Up.,NEW JERSEY,1989750.0,2026-08-17T23:34:33.0630000
1482,ESSPRDDB5,172.18.150.132,Windows,Windows 2022 Server,Low,0,94,33,14,"Node status is Critical, Memory Usage threshold is Critical, E:\ Label:New Volume D4455B78 Warning.",Gr.Noida-T-AB,599605.0,2026-08-18T12:04:45.9170000
1483,IN-HYD-IVDP01,172.17.102.43,Windows,Windows 2022 Server,High,13,37,0,1,Node status is Up.,Hyderabad,2025512.0,2026-08-18T12:04:33.8170000
1484,IN-TZ2-IVDP01,172.19.95.43,Windows,Windows 2022 Server,High,1,29,0,1,Node status is Up.,Gr.Noida-TD,190643.0,2026-08-18T12:04:34.8230000
1485,US-NJ-SCCMDP,172.26.1.180,Windows,Windows 2019 Server,High,1,37,0,1,Node status is Up.,NEW JERSEY,2066186.0,2026-08-17T23:34:28.9570000
1486,US-NJ-PG1,172.26.1.100,Windows,Windows 2022 Server,High,1,20,0,1,Node status is Up.,NEW JERSEY,1991665.0,2026-08-17T23:34:28.9570000
1487,IN-HYD1-DC2,172.20.21.253,Windows,Windows 2022 Server,High,42,36,31,1,"Node status is Up, D:\ Label:SSS_X64FREE_EN-US_DV9 D10C768B Unknown.",Hyderabad,29414.0,2026-08-18T12:04:33.8170000
1488,US-AG-SCCMDP,172.26.128.146,Windows,Windows 2019 Server,High,1,46,241,1,Node status is Up.,Augusta - Martinez (CFG),272174.0,2026-08-18T12:04:45.9170000
1489,US-AG-SFTP1,172.26.128.248,Windows,Windows 2019 Server,High,0,13,242,1,"Node status is Up, F:\ Label:SSS_X64FREV_EN-US_DV9 D12CBA48 Unknown.",Augusta - Martinez (CFG),273024.0,2026-08-18T12:04:45.9170000
